Starting run from scratch
0,train,85.27867882501025,0.4462176561355591,7890.513219356537,7460,20553221120,23683137536,20
0,val,53.5027582956397,0.6466468572616577,245.60033535957336,1288,4347885568,22282240000,20
Best validation loss 53.5027582956397 from epoch 0
Resuming from epoch 1
1,train,48.70642406882933,0.6837103962898254,9117.753754854202,7460,20681964032,23708303360,20
1,val,48.8775126800774,0.6771937608718872,460.39669251441956,1288,4476877312,23708303360,20
2,train,45.31178946916923,0.7057543992996216,8958.046355247498,7460,20679670784,23708303360,20
2,val,42.27427320006471,0.7208040952682495,461.7973508834839,1288,4476877312,23708303360,20
3,train,40.25149999419102,0.7386149764060974,9098.603811740875,7460,20679670784,23708303360,20
3,val,34.67236863011899,0.7710101008415222,471.8713493347168,1288,4476877312,23708303360,20
4,train,37.01728122291872,0.7596173286437988,9208.510038852692,7460,20679670784,23708303360,20
4,val,50.91566412197137,0.6637330055236816,475.0291998386383,1288,4476877312,23708303360,20
5,train,34.017124840784966,0.779099702835083,10397.514600276947,7460,20679670784,23708303360,20
5,val,36.09111183474523,0.7616401314735413,464.00601267814636,1288,4476877312,23708303360,20
6,train,29.268757145142747,0.8099346160888672,9712.829219818115,7460,20679670784,23708303360,20
6,val,34.53868733281674,0.7718929648399353,527.6042184829712,1288,4476877312,23708303360,20
7,train,26.92356390096547,0.8251638412475586,9584.272926330566,7460,20679670784,23708303360,20
7,val,34.389594072140525,0.7728776335716248,434.9023962020874,1288,4476877312,23708303360,20
8,train,25.113557729900045,0.8369176387786865,7744.143625259399,7460,20679670784,23708303360,20
8,val,41.849571346496205,0.7236090302467346,436.3579046726227,1288,4476877312,23708303360,20
9,train,23.030194824566472,0.8504465818405151,7946.7663152217865,7460,20679670784,23708303360,20
9,val,32.33074363862506,0.7864751219749451,517.4546926021576,1288,4476877312,23708303360,20
10,train,22.519007630386557,0.853766143321991,8249.92475605011,7460,20679670784,23708303360,20
10,val,38.79947901956783,0.7437530755996704,436.9543755054474,1288,4476877312,23708303360,20
11,train,21.47831498905417,0.8605241775512695,7734.09481215477,7460,20679670784,23708303360,20
11,val,33.13632979600326,0.7811546921730042,438.3204152584076,1288,4476877312,23708303360,20
12,train,18.3044558606902,0.881134569644928,7744.6862988471985,7460,20679670784,23708303360,20
12,val,37.51887650815596,0.7522106170654297,437.3286392688751,1288,4476877312,23708303360,20
13,train,18.654819056431666,0.8788594007492065,7746.612859725952,7460,20679670784,23708303360,20
13,val,70.36391010639831,0.5352891683578491,438.73137307167053,1288,4476877312,23708303360,20
14,train,18.754489057505097,0.8782121539115906,7742.473325967789,7460,20679670784,23708303360,20
14,val,34.13488763015463,0.7745598554611206,438.5873007774353,1288,4476877312,23708303360,20
15,train,12.927697840708511,0.9160501956939697,7768.452209234238,7460,20679670784,23708303360,20
15,val,28.685880951259445,0.8105472326278687,438.0145175457001,1288,4476877312,23708303360,20
16,train,11.902317096336917,0.9227087497711182,9240.892397880554,7460,20679670784,23708303360,20
16,val,28.82447350395392,0.809631884098053,447.49862122535706,1288,4476877312,23708303360,20
17,train,11.692362079671497,0.9240722060203552,8902.217354297638,7460,20679670784,23708303360,20
17,val,28.519867014440692,0.8116436004638672,505.9168200492859,1288,4476877312,23708303360,20
18,train,10.837191407226685,0.9296255111694336,8501.972895860672,7460,20679670784,23708303360,20
18,val,28.960005031609388,0.8087368011474609,436.72284722328186,1288,4476877312,23708303360,20
19,train,10.87316994692621,0.9293918609619141,7829.973660945892,7460,20679670784,23708303360,20
19,val,27.73602313284548,0.8168203830718994,435.6714470386505,1288,4476877312,23708303360,20
20,train,10.31896044997044,0.9329907894134521,8140.094980716705,7460,20679670784,23708303360,20
20,val,30.446417453126138,0.7989199161529541,456.4243643283844,1288,4476877312,23708303360,20
21,train,10.27056476258081,0.933305025100708,8189.560938358307,7460,20679670784,23708303360,20
21,val,28.533748475661188,0.8115519285202026,457.62410259246826,1288,4476877312,23708303360,20
22,train,9.602788649998786,0.937641441822052,8192.739882230759,7460,20679670784,23708303360,20
22,val,28.775565014122435,0.8099548816680908,446.49612069129944,1288,4476877312,23708303360,20
23,train,9.413284735769114,0.9388720393180847,7998.973752498627,7460,20679670784,23708303360,20
23,val,29.219252278345714,0.8070245981216431,444.39265060424805,1288,4476877312,23708303360,20
24,train,9.630231215551136,0.9374632239341736,7990.310329437256,7460,20679670784,23708303360,20
24,val,27.993144574372664,0.8151223063468933,509.41675758361816,1288,4476877312,23708303360,20
25,train,9.169199946099248,0.9404571056365967,10353.9100253582,7460,20679670784,23708303360,20
25,val,29.207774837564976,0.8071004152297974,543.3847212791443,1288,4476877312,23708303360,20
26,train,8.90344661618046,0.9421828389167786,9228.024545669556,7460,20679670784,23708303360,20
26,val,27.417139894473628,0.8189264535903931,401.5108389854431,1288,4476877312,23708303360,20
27,train,8.918895316187882,0.9420825242996216,8286.301816940308,7460,20679670784,23708303360,20
27,val,28.635216638908624,0.8108818531036377,401.3200263977051,1288,4476877312,23708303360,20
28,train,8.461328326856803,0.9450538754463196,8371.715143442154,7460,20679670784,23708303360,20
28,val,29.488354949477298,0.8052473664283752,409.1279740333557,1288,4476877312,23708303360,20
29,train,8.357795415231434,0.9457261562347412,8802.660006284714,7460,20679670784,23708303360,20
29,val,28.462792073717768,0.8120205402374268,410.5560600757599,1288,4476877312,23708303360,20
30,train,8.310631616505477,0.9460324645042419,8518.87667131424,7460,20679670784,23708303360,20
30,val,29.414162520296085,0.805737316608429,412.51898074150085,1288,4476877312,23708303360,20
